0,1,2
93,5210,50.88
60,2921,17.18
27,1159,5.03
70,2653,83.93
65,3277,36.48
44,9697,22.52
85,1239,73.44
91,406,2.44
50,4197,68.16
32,1330,97.07
81,2827,72.86
65,4924,99.22
11,739,87.87
76,8612,39.42
27,1882,16.79
94,1748,33.25
18,2669,58.38
8,6081,64.6
29,7834,38.25
54,5545,16.6
60,1355,37.88
33,4870,62.21
8,1321,84.32
5,5851,86.35
69,7694,96.65
80,9386,76.41
87,3258,29.73
98,3213,12.9
25,7665,13.07
55,8625,57.4
61,8382,78.77
30,9118,16.3
71,7842,59.46
86,3744,87.55
97,6035,89.29
89,3442,87.48
2,6780,79.36
81,5486,40.58
68,1345,37.15
68,6211,45.26
5,8105,51.31
46,8964,16.46
14,5386,1.1
0,3749,7.97
15,2173,29.28
14,4947,3.35
27,8600,14.92
44,6943,77.73
18,8975,86.2
33,2486,71.14
20,1977,69.24
67,2533,1.46
38,7039,6.95
61,2592,60.87
21,7529,54.94
76,9410,43.44
34,628,40.26
53,3808,77.16
66,3837,42.84
1,2180,88.58
91,9510,34.55
16,3321,25.36
49,5915,37.22
36,5126,83.31
77,9245,37.04
66,7703,40.99
79,9241,5.63
91,4038,85.95
17,578,67.6
37,3012,54.36
53,4786,41.21
76,7972,90.03
54,3638,84.85
14,585,33.26
90,9283,75.69
83,6395,96.14
27,3624,83.45
26,6707,84.49
4,2004,48.71
56,565,16.71
16,657,93.89
39,1665,97.03
33,8445,18.63
13,9729,83.22
98,4640,27.56
70,6093,27.62
63,3702,16.96
43,6515,35.48
17,4255,78.51
78,1145,97.48
65,1272,61.05
1,9336,57.52
9,4471,10.13
58,3486,74.89
98,494,87.87
55,410,92.25
14,5783,97.24
27,3566,20.12
4,9017,20.71
22,6119,68.7
40,7283,25.38
78,4328,4.73
88,9755,44.48
5,1730,37.62
85,806,37.84
15,7269,56.54
41,2801,84.54
56,1900,98.14
31,9510,37.47
20,1890,57.48
32,1744,89.54
22,4599,67.76
18,9495,65.48
38,7150,31.32
70,4939,66.86
42,4057,77.91
69,5522,31.71
12,2428,84.69
0,3801,81.64
95,2140,97.77
46,8109,84.72
26,7468,80.92
75,9708,37.71
74,8172,45.76
30,921,52.95
68,1045,82.23
23,1405,30.2
43,2054,80.86
96,2766,15.23
0,4504,60.15
27,3390,15.88
73,6341,61.8
59,6469,39.8
46,4756,21.01
33,1492,86.52
16,358,69.37
61,5734,20.88
43,5802,31.13
34,2943,78.47
59,4457,32.9
20,8429,48.28
0,8744,17.62
43,2463,25.98
85,6561,5.77
69,5990,10.9
26,6579,14.56
52,4007,28.11
10,1484,22.67
6,1935,34.6
87,7929,19.4
66,4703,92.69
95,8294,21.85
11,5901,93.69
46,74,17.6
92,6960,94.06
10,5131,96.87
20,2804,3.73
45,9120,60.4
41,9671,86.57
0,8550,23.89
92,9497,70.65
17,2892,68.75
81,4295,37.89
68,5865,77.07
82,459,50.75
57,2157,49.01
60,3293,0.19
5,1182,89.63
84,1420,33
80,7822,69.19
10,5853,16
59,5188,75.36
24,9115,68.93
70,4895,46.92
21,9444,67.15
60,5245,82.02
9,1775,47.09
51,3783,46.1
43,9540,58.6
94,9570,96.92
98,3491,21.66
69,5157,62.11
16,9800,74.86
16,6979,38.04
30,9310,97.49
81,5350,22.48
25,5475,6.4
29,6614,0.25
17,9898,71.26
15,4506,58.09
49,574,23.9
37,5548,13.95
34,8236,33.54
0,772,74.19
44,4838,77.32
43,5134,42.43
76,5845,93.59
32,1956,90.94
46,8225,43.95
10,9867,97.12
1,2238,29.72
37,1753,44.07
73,9197,18.49
53,1924,71.2
51,3844,98.34
24,7641,90.21
5,5300,84.51
12,2882,46.04
94,7758,13.51
96,9738,64.73
70,3769,6.91
81,1777,62.5
57,5652,76.53
62,8538,51.12
51,7390,60.22
89,8599,85.2
83,2575,97.51
92,9005,19.07
40,2067,60.32
6,9482,69.29
96,6358,1.07
5,6453,26.4
75,7363,3.58
72,8736,58.09
19,6108,23.35
22,1000,36.82
63,6339,83.45
24,9114,84.1
6,4745,15.25
5,7739,56.5
88,3910,84.62
76,5514,58.17
26,3880,22.91
32,5739,47.59
45,6390,65.31
26,6633,53.89
15,9951,6.7
77,9976,65.45
53,4951,6.17
43,9278,94.43
29,3602,27.6
68,5319,75.43
54,6022,73.24
93,3553,22.9
76,9793,16.54
87,14,0.36
72,5888,24.39
61,3241,67.21
67,2516,14.49
19,9925,43.7
37,5100,99.79
92,3239,72.97
7,7454,64.13
2,5780,67.57
70,5554,39.77
50,2039,31.32
79,8674,25.42
28,7170,28.34
17,5593,22.16
62,2242,5.09
58,8861,11.74
68,2864,39.08
18,4745,82.46
79,6287,97.48
2,8387,78.57
57,6586,78.2
79,723,74.72
64,1224,27.39
0,5093,58.12
90,9150,25.43
71,360,81.27
28,5553,68.45
82,7157,79.58
51,4804,75.62
70,4919,10.12
12,8394,31.86
80,8420,94.34
24,502,97.65
41,1476,96.37
63,9513,63.16
54,4072,39.95
98,8000,45.83
0,7375,90.69
68,9827,24.08
30,5697,76.49
54,3881,73.43
95,65,59.7
74,2565,62.53
93,8762,54.28
85,9372,3.11
93,3531,37.76
75,9844,26.5
36,9099,44.49
7,1574,17.35
13,671,4.95
55,1079,68.78
74,4349,19.51
82,2946,7.27
75,3063,6.88
80,9262,78.03
64,3263,1.79
74,9505,5.17
41,5133,30.3
5,7196,83.8
4,5875,93.41
92,8577,26.6
47,8938,37.56
67,9176,42.58
34,994,52.36
50,7748,53.84
90,9331,75.63
90,3702,7.62
14,6841,47.85
33,3315,23.9
44,6834,18.31
97,1027,14.16
88,8978,72.2
0,2488,85.6
37,5868,84.44
1,5631,46.28
53,3310,71.42
58,326,47.39
75,7334,29
22,3961,91.54
46,3584,94.46
91,3291,65.21
63,3416,8.27
90,3867,20.23
24,6248,98.62
34,7733,72.86
87,1716,41.58
70,3616,69.57
23,981,30.54
98,2134,19.72
66,8410,84.35
41,2566,15.51
34,7086,76.09
12,8485,55.11
88,733,18.6
32,7852,80.57
85,5513,21.16
82,1981,24.56
93,4403,23.82
6,2594,63.77
24,5287,88.77
89,8989,66.59
87,231,77.8
43,8332,86.77
72,8519,93.76
79,2315,57.29
37,2580,23.55
90,8218,81.96
24,7549,22.36
95,119,34.72
43,2523,8.55
79,4993,36.06
37,7588,95.69
15,1154,60.21
13,4159,18.33
21,7767,83.83
73,5018,70.34
63,8828,48.75
47,9020,80.67
98,4847,86.57
90,3697,68.7
76,4270,61.75
30,526,42.92
48,577,90.83
40,2552,98.34
90,4142,92.01
10,341,48.58
33,708,92.46
43,1297,92.93
47,5057,11.27
78,9518,59.25
98,734,89.17
29,5199,91.53
74,6181,74.11
45,6921,15.67
53,1292,85.46
81,4370,7.94
61,1565,90.62
1,3365,62.46
66,3246,52.66
74,6954,8.08
12,2924,36.14
97,4793,11.85
83,9739,20.84
63,1285,78.78
33,8706,68.27
42,323,39.8
70,4645,8.37
15,712,84.12
88,7337,78.31
96,5823,19.09
86,4686,68.26
78,5889,42.96
13,3083,72.5
32,1773,84.83
69,6170,53.01
87,7082,56.32
42,5966,74.23
80,40,89.67
94,9474,51.04
9,7585,72.06
6,1908,82.84
66,401,5.77
25,7129,99.12
66,6599,30.18
27,2885,55.56
77,4430,84.03
1,6047,13.81
45,7842,57.74
53,187,3.76
23,4312,51.8
61,3816,24.19
23,7463,4.31
5,6405,77.65
7,3224,66.7
42,3166,54.24
54,4306,11.9
78,4800,25.32
64,4341,6.42
95,9377,54.83
21,2982,23.77
27,6668,52.77
93,1474,42.93
79,7221,80.09
79,5770,47.52
73,2916,48.52
99,7998,65.23
8,3793,57.71
61,1083,27.74
88,4119,82.93
5,9712,22.28
3,2569,91.31
82,7862,39.12
74,3335,7.42
85,1938,92.62
78,2861,20.25
25,2725,25.44
92,3772,60.31
32,4109,98.43
18,7510,97.15
20,5472,21.79
82,7106,26.67
35,7426,67.67
14,6910,74.97
92,8231,82.4
89,100,4.22
40,853,70.05
34,1165,69.61
22,6720,74.29
25,9723,98.76
26,5623,30.08
86,8451,52.26
91,3245,58.81
4,8992,8.6
2,6195,13.13
89,4126,7.9
3,5686,23.63
81,5068,47.23
29,3965,42.3
80,9025,5.14
24,4934,60.48
83,4362,29.03
10,4265,80.62
94,4548,29.09
94,4738,2.64
57,7511,45.98
62,9100,15.63
28,1452,77.34
76,5928,59.51
61,6517,57.95
14,8227,56.78
54,9830,91.04
72,4968,5.82
0,9507,48.18
13,5397,11.23
15,5817,86.07
94,326,54.22
22,2894,95.85
99,2998,49.85
63,1616,1.2
45,2080,67.4
64,895,34.33
33,4003,37.2
18,8113,65.2
72,2251,12.19
6,6716,46.02
43,8788,93.08
39,9763,40.48
84,3409,95.09
54,6575,78.4
64,7505,96.97
94,2818,9.51
85,6598,30.88
18,1827,24.79
20,7420,14.65
24,4455,91.88
76,502,98.17
24,8574,35.85
30,5614,4.65
68,8858,20.08
28,4473,73.47
48,361,17.09
89,8685,32.71
75,4111,33.84
38,3824,36.85
77,4375,33.74
82,452,16.26
1,8696,24.48
37,6690,95.18
92,2408,98.67
61,7958,93.68
89,220,55.9
54,8735,65.07
24,6747,93.69
75,3364,71.86
72,7494,83.15
64,6658,36.67
0,1243,68.58
92,3199,98.5
98,6263,18.74
6,767,16.6
65,7860,9.27
98,3074,18.87
52,1383,62.55
77,6388,70.16
78,4093,10.24
43,115,40.47
24,216,17.99
59,401,23.86
11,7791,90
8,9582,3.09
40,7102,98.37
4,8133,48.67
86,7226,10.22
39,9095,90.35
89,1087,89.2
78,264,39.22
24,7695,66.05
55,6785,21.59
96,3215,9.59
72,2371,29.74
78,2330,60.65
93,7002,39.72
60,4246,91.52
26,4458,36.56
60,6583,1.27
80,9136,75.15
73,1315,47.55
6,2730,91.95
2,6877,5.01
34,1298,28.22
59,9125,15.68
26,1638,68.71
30,2726,47.25
23,2042,33.82
4,2885,17.63
71,407,76.03
34,9552,22.75
63,7728,27.66
74,529,24.92
53,3010,94.19
38,4348,96.82
50,9197,22.89
14,262,34.65
19,1059,39.79
81,3877,98.58
84,7598,22.38
27,887,39.29
56,1067,4.85
68,4984,21.67
92,5398,95.71
15,573,96.56
37,4227,92.25
17,6047,67.22
43,2389,39.27
60,4346,69.61
15,4671,67.28
26,5117,82.72
95,4762,8.99
97,4078,35.67
32,8460,14.33
29,5873,55.63
9,7918,89.61
18,3944,61.32
56,5531,13.67
44,7110,0.09
89,2323,88.18
30,4582,86.85
1,1537,87.07
6,6146,67.58
71,6244,43.02
19,8523,89.65
9,3594,43.21
10,3161,38.98
11,9520,86.57
0,9855,0.45
12,3446,79.2
78,429,90.62
66,2235,90.17
19,7641,3.41
72,4567,15.24
88,2062,60.35
50,5407,79.86
99,9982,25.25
78,757,54.32
17,3152,56.85
13,4632,20.98
16,5189,28.47
23,892,27.49
4,7884,79.83
32,3673,92.22
13,9696,24.4
49,9701,59.03
35,8154,89.75
40,7814,76.13
82,4843,80.32
1,6575,40.56
3,2171,66.26
63,6423,60.05
57,8524,32.81
57,9585,57.45
57,5430,1.33
72,8454,32.14
49,1154,37.63
61,8484,48.83
61,4749,53.63
29,7849,66.15
55,2146,82.64
16,9196,61.64
76,2749,23.81
58,3683,69.87
97,4274,75.77
44,9175,58.78
97,2126,3.44
86,884,80.99
69,9604,55.92
50,6884,80.41
62,589,4.55
24,4626,40.84
99,8059,35.42
40,7903,4.33
19,3782,40.18
30,2334,96.24
79,1195,53.41
8,9792,97.05
31,5226,12.74
75,9182,13.12
82,585,55.95
11,584,63.9
55,886,89.98
15,1059,92.8
12,8118,30.76
83,1965,80.94
11,2210,55.34
51,576,12.55
76,7931,14.23
71,7246,98.28
59,3282,1.04
16,4899,27.5
68,7989,82.9
62,537,34.62
55,1326,71.56
58,6897,35.35
41,5446,87.74
53,4717,21.78
18,8605,60.66
22,9481,26.55
18,9986,86.35
81,1291,15.84
19,8494,75.99
38,811,9.58
18,7538,7.71
25,4789,0.76
65,6802,67.42
17,5178,58.82
89,9850,56.01
62,1182,0.78
92,9997,22.98
2,3370,8.42
25,876,13.77
34,438,80.45
64,4543,92.36
93,2584,69.42
30,9683,17.85
74,8158,48.82
57,574,87.95
59,5690,3.64
97,3881,48.12
71,524,49.21
87,5047,34.39
26,1540,23.73
49,7167,13.77
97,1178,34.45
13,4916,87.18
43,7528,85.24
18,5139,14.32
32,6255,14.69
69,456,82.02
8,4208,50.11
11,217,78.93
38,2557,55.14
43,100,55.88
32,6860,8.2
20,7225,55.91
67,1196,94.35
23,3660,41.74
60,9816,9.59
71,6683,39.6
66,6246,26.18
33,1072,81.77
54,382,55.63
99,5263,15.6
59,6191,58.01
97,4532,72.41
21,7252,1.61
28,7593,61.91
48,6139,37.43
75,3153,67.95
27,1881,12.05
69,6850,58.47
93,6560,13.63
41,3342,22.15
80,4591,90.7
80,844,97.88
45,5719,7.11
94,7332,67.25
6,6332,92.29
50,2828,21.16
97,3173,47.68
90,3166,12.32
23,7783,11.97
75,8908,84.12
56,2511,93.55
29,419,12.96
33,6029,71.39
51,8759,1.21
2,2309,63.81
18,7151,22.76
74,8093,50.73
5,9114,55.2
56,2123,5.87
62,2503,83.38
40,2126,77.89
71,5936,22.01
0,518,45.64
50,2988,55.41
30,6827,48.33
54,3090,37.96
1,3873,58.9
7,6500,40.08
63,1330,10.55
46,2515,95.72
71,3840,20.24
22,4009,49.13
69,1045,35.53
97,6205,48.55
71,7860,69.9
97,8257,98.92
90,6590,0.58
47,8831,46.29
55,8181,67.22
6,7169,66.24
14,1260,78.58
75,6928,44.78
47,4909,85.21
98,4865,50.63
50,3135,84.92
87,1388,41.9
34,2091,19.33
28,6316,40.87
75,9486,20.73
10,2235,62.21
48,5717,96.95
33,375,1.05
22,6009,26.28
44,3259,19.99
79,458,48.62
79,72,62.28
5,4342,80.75
83,7933,66.5
4,1512,30.73
26,3313,22.84
19,5709,22.13
32,5553,3.01
65,7347,2.61
11,5643,26
98,7396,49.03
54,3940,56.9
40,3481,82.97
93,24,75.65
28,9373,79.72
66,4001,69.67
75,751,18.69
63,1407,95.09
7,7522,54.65
93,42,81.28
73,8243,90.2
41,2272,48.47
73,2183,21.34
69,9417,15.7
40,3294,54.83
47,5857,35.1
22,1194,52.05
90,8985,51.2
90,7766,12.11
65,3653,18.09
67,1135,18.24
78,7045,97.62
42,9144,83.56
60,4851,78.57
26,7760,43.3
55,1913,79.95
72,1098,73.11
91,7094,66.58
48,3186,63.58
20,4937,61.58
46,3281,2.13
91,6200,63.49
82,6235,19.13
95,1098,62.68
13,5954,96.56
75,2200,40.12
95,885,41.14
20,6128,70.72
73,2894,20.71
82,5209,28.65
27,1378,20.12
71,421,41.9
29,5501,45.21
89,5834,46.75
87,4814,42.03
62,9746,43.32
85,5714,7.82
99,7763,55.16
16,2244,21.49
55,8868,49.22
43,5456,77.65
44,2643,51.39
20,3801,23.72
43,2249,30.24
99,2126,31.16
46,7857,89.35
35,2060,88.47
6,2995,16.82
68,5529,42.14
42,1810,6.47
81,8761,3.78
12,9747,44.18
55,7721,90.91
14,9920,51.83
37,3262,0.9
9,2100,16.02
60,6022,37.52
53,7325,5.3
92,1869,92.62
66,6054,29.39
14,135,26.05
33,5466,25.26
80,2718,71.3
84,2545,10.91
9,7011,5.56
44,3443,25.21
27,3976,93.8
17,1184,73.29
91,1183,2.94
98,8796,84.76
36,3242,72.12
34,5907,45.62
44,1724,48.02
67,5206,78.79
41,4445,69.83
25,6025,58.63
48,1003,58.43
92,6961,48.87
0,8170,28.01
71,4136,85.9
15,3740,9.46
98,8319,3.78
60,6254,82.19
62,9447,89.53
47,5474,17.02
24,3578,1.48
57,5699,20.83
28,5041,57.37
0,8614,69.99
79,3248,38.46
51,3425,37.65
74,4330,0.58
83,8264,96.05
94,2660,46.53
56,3180,23.84
43,4682,94.98
69,6533,21.11
37,2547,28.07
80,9572,28.51
18,6832,81.13
59,19,49.7
80,1387,4.09
87,3527,86.61
4,9529,60.26
94,2991,11.35
35,8744,60.55
7,9377,44.84
13,8584,85.83
27,4744,63.48
97,1814,55.2
32,8182,69.19
23,4063,79.2
43,2269,74.54
1,4332,14.8
89,196,15.02
89,6622,73.55
12,5348,62.51
51,1233,22.31
96,8233,78.56
97,5907,22.53
89,7061,48.09
1,7006,82.14
85,5578,64.8
30,9233,28.97
2,6982,45.54
3,8902,68.76
63,8836,52.4
4,6332,25.72
60,5281,73.61
87,8784,98.01
78,3545,97.79
39,2523,4.24
89,4705,58.89
39,8844,57.53
60,7442,86.51
94,120,38.89
63,1548,31.41
67,7924,84.35
75,4075,34.99
82,2767,33.59
16,2143,82.23
13,8641,83.91
34,2108,97.84
82,9501,84.13
56,9067,33.8
74,7280,56.48
61,9080,87.5
11,8922,92.11
3,1540,29.48
2,5672,44.21
74,6585,72.76
84,5043,89.71
73,4061,95.25
7,7289,28.01
73,3172,22.07
64,5672,33.09
42,6121,17.27
31,6491,3.36
4,8972,80.36
57,1004,10.55
49,6453,23.03
54,85,75.78
33,912,31.03
75,3817,17.59
10,3665,18.5
26,2828,22.2
85,4279,30.23
3,8472,0.7
67,7072,92.81
89,8302,91.09
79,3052,88.44
54,6578,32.27
13,1316,82.09
80,9534,18.61
59,502,11.08
30,7396,56.26
9,4867,99.82
19,1491,26.14
47,841,45.9
42,232,19.26
67,9875,61.89
41,8764,63.63
26,9639,62.34
89,3516,64.41
37,7177,20.62
99,2507,69.65
69,8076,55.9
40,5161,47.21
65,3043,57.58
14,4385,70.86
7,5503,75.54
83,9168,82.33
9,8617,46.07
30,4122,76.02
81,6762,45.39
50,6622,66.84
46,3357,85.37
25,3363,17.61
93,1429,81.75
7,7704,99.2
59,8167,68.03
82,8284,16.14
18,838,43.79
68,2731,92.18
99,3465,43.7
71,5634,65.18
52,7991,75.77
34,3211,22.28
59,7068,12.13
63,4158,17.35
60,8072,52.9
57,471,38.95
48,5303,41.6
54,1465,53.9
48,4832,27.93
55,191,0.49
78,9501,67.37
14,5876,65.93
34,6506,6.78
81,2120,27.52
53,1131,38.44
46,5900,32.64
68,3875,58.46
0,4641,58.27
77,343,44.14
42,5481,97.88
16,1732,23.23
57,7981,85.51
4,7313,55.21
8,7390,93.48
66,1141,77.36
88,3852,94.92
2,1181,50.59
26,2834,11.03
88,1082,42.43
46,3778,53.11
44,4630,89.27
55,4205,2.52
35,4866,47.21
67,1162,45.78
82,4687,42.03
76,7665,88.74
53,3819,40.7
22,7566,8.46
71,3965,71.01
39,9987,90.17
93,1392,55.73
49,6332,59.74
66,1956,83.84
46,5940,26.52
26,9544,65.17
92,3082,85.81
57,4103,13.56
96,7441,78.5
7,5703,16.1
32,9084,10.58
32,4841,85.23
9,171,43.53
81,9377,72.75
15,1913,4.78
18,5607,19.25
35,5348,19.83
55,1932,21.65
70,4636,26.34
89,8413,21.16
4,7210,34.78
87,6278,27.21
82,3305,68.74
14,6796,67.9
17,1687,15.09
1,929,14.38
12,5851,24.1
16,763,35.79
11,819,37.41
22,9510,44.29
45,8725,5.67
87,3759,93.03
28,7898,52.98
78,1734,17.27
62,1976,91.58
96,7142,77.36
62,2450,43.57
53,1544,35.14
73,2309,31.92
26,6100,68.9
18,8050,56.92
52,5104,72.76
87,6923,87.92
49,2778,19.76
92,3670,11.96
26,1015,71.06
73,5220,24.26
55,3391,30.18
54,6658,0.33
7,7355,29.21
35,385,81.89
79,1918,15.97
73,1216,47.32
53,3672,98.34
5,9844,5.68
97,577,31.27
50,5319,51.72
85,8192,21.61
90,9932,12.11
7,4800,25.25
0,1645,54.21
19,8029,98.95
27,35,28.27
71,7497,41.78
88,7636,21.9
7,3544,19.71
1,7956,76.55
69,7979,26.21
65,9913,79.65
99,2048,46.28
94,5479,63.22
23,620,25.05
68,8979,22.01
16,8747,89.68
98,2272,21.38
39,1674,55.23
43,5501,19.51
99,3966,6.89
17,1142,93.21
35,984,11.18
53,9930,2.34
53,3759,59.62
93,5710,54.92
85,1213,69.96
89,333,48.97
70,688,29.95
38,82,6.34
61,2264,39.29
88,625,60.09
41,5537,19.37
63,2703,97.21
49,2798,63.45
9,9183,36.67
28,4801,43.12
42,7813,73.77
42,1562,10.73
65,4679,98.6
77,1238,71.05
36,2322,39.9
47,8254,60.45
35,8349,55.84
54,4594,39.9
70,2590,98.27
1,2690,78.18
71,3580,83.87
77,9594,48.05
58,9781,7.42
7,4325,43.43
9,8597,41.24
56,2208,70.37
3,9707,67.89
15,4033,75.98
76,7227,13.87
6,5263,98.5
54,1255,9.6
12,4831,13.88
1,5519,39.62
84,769,67.75
69,9633,68.94
22,4330,67.2
13,9055,58.39
78,1394,84.92
68,9969,81.57
44,8160,60.99
29,602,95.65
18,6370,34.92
47,7561,38.63
75,738,31.33
98,865,2.59
1,4101,94.73
39,9849,17.39
56,3891,55.79
72,3139,79.82
56,888,60.16
76,5508,83.69
87,3445,45.88
84,5686,59.88
5,3027,31.64
8,3082,45.3
18,4699,61.38
36,4645,64.97
47,2714,49.86
46,299,64.82
14,4530,23.43
71,9395,6.84
18,3549,61.89
89,7887,10.22
9,5082,25.11
72,9473,71.95
89,2278,1.94
40,6374,61.9
61,8361,33.06
43,8208,87.08
20,6490,92.37
43,6679,29.26
18,54,30.19
50,2166,79.74
85,1882,77.22
83,4691,52.72
30,9580,25.75
92,2979,7.19
65,2229,42.85
43,8699,47.54
70,4991,8.17
68,5375,4
7,6240,10.91
48,524,34.86
28,1855,55.69
2,856,1.41
5,8658,43.11
93,5485,73.4
92,3016,33.02
81,809,57.02
65,4496,14.83
52,1707,85.26
86,315,61.21
63,2529,57.38
34,4974,84.47
31,8819,5.91
85,54,11.23
81,7875,10.93
75,2896,56.68
95,504,68.19
33,6072,62.14
56,8630,77.05
50,5395,11.24
68,1589,5.25
75,7877,81.33
31,2548,49.09
66,7450,36.03
18,5083,33.9
33,2181,95.07
94,8416,10.26
14,1913,12.8
2,2621,21.87
3,1597,11.6
11,2541,47.72
39,9549,73.77
2,7743,14.85
74,7985,88.74
73,813,72.21
74,2840,16.39
39,5451,48.37
59,815,29.79
11,1369,79.56
80,6184,57.07
90,4833,9.48
62,6212,3.72
35,6640,84.46
11,4268,63.21
26,1986,20.03
2,1970,48.89
88,2073,27.22
5,8785,51.02
56,4317,29.21
78,9309,90.66
20,7875,18.52
0,9090,77.94
58,7833,55.53
48,9678,77.66
51,442,94.17
6,2860,89.05
51,2191,62.58
3,1667,39.17
26,6405,19.13
2,9669,6.21
94,5972,88.26
38,7912,30.53
20,7983,74.73
67,933,64.04
31,4361,45.89
81,4127,66.42
9,3838,64.62
29,2824,86.94
36,5195,31.81
14,3840,25.35
26,3540,86.12
84,3941,48.28
28,7991,99.95
66,6650,90.79
93,9068,67.27
49,7978,25.37
4,3245,2.07
21,4337,52.29
70,1338,26.72
70,5190,34.09
73,9433,48.8
31,3054,90.34
39,1446,41.62
49,8437,81.26
7,3464,72.44
15,9892,89.69
33,5377,55.8
12,7642,71.62
39,6092,61.07
59,4917,46.55
8,6642,19.85
28,5213,83.75
28,1928,91
1,6532,18.94
24,1420,22.88
26,5653,68.64
2,5482,17.17
70,8417,13.44
95,1839,35.11
20,2402,88.76
61,8362,41.59
61,296,97.85
3,1819,56.72
21,2519,65.93
38,9919,80.26
38,7119,99.28
2,3923,39.07
12,7707,76.41
6,5187,4.81
31,7410,72.11
19,5456,64.44
54,6919,78.34
28,7187,32.29
70,3547,14.89
56,1464,78.43
57,7925,6.68
53,4892,91.59
83,5041,53.85
59,8974,98.59
79,9390,92.9
68,2817,41.26
32,775,33.83
52,468,96.47
55,3007,4.99
32,6030,73.62
17,2536,31.16
27,8214,50.11
92,3105,59.97
42,2803,87.13
88,3224,4.59
69,1363,40.6
1,4637,95.37
71,5058,7.37
83,9050,41.19
43,4415,72.32
61,6056,4.58
81,1531,96.12
87,4927,76.94
42,1490,84.48
36,9870,68.24
21,6043,30.15
42,8926,79.49
85,2606,32.45
69,9254,82.42
37,8206,43.56
91,2522,67.86
61,1032,12.36
90,6612,26.94
70,4524,48.39
30,7126,57.25
80,8797,22.66
97,124,4.5
87,1469,93.07
58,7693,49.13
93,1130,31.19
18,6750,29.71
11,2170,19.49
23,3039,8.9
10,2121,66
60,4477,8.3
13,2482,41.24
88,8362,79.9
8,3780,37.72
47,2295,42.17
8,9415,45.01
42,9228,51.9
17,7553,40.54
17,4876,99.99
89,2345,70.96
1,5954,95.78
8,6258,30.2
4,6789,14.19
60,8285,46.13
89,6807,64.18
39,2713,95.21
65,3081,18.6
15,6527,11.86
62,2424,51.22
90,5338,6.02
38,1850,49.83
98,2090,80.86
96,9290,53.11
49,5207,64.5
62,8849,46.27
91,1612,59.5
13,2242,27.6
48,2915,49.39
15,5112,20.06
87,8651,10.7
80,4500,71.83
7,8874,91.27
69,7924,19.27
47,5139,37.76
96,9127,66.29
96,3261,74.66
56,9165,82.19
24,7333,66.61
90,5482,77.33
91,3845,48.67
41,7403,40
1,6208,38.25
97,9057,94.05
80,1878,5.16
40,3973,69.52
0,5813,14.06
88,9626,62.43
1,8055,15.61
63,3551,61.81
11,8596,11.2
47,6198,75.74
39,2828,91.47
80,9964,17.9
91,9007,80.8
44,4142,99.41
4,5329,16.43
61,2683,55.22
79,6415,15
82,9691,85.46
31,8069,44.15
3,6611,41.3
37,8743,15.78
23,5548,86.17
87,2177,36.56
4,1872,40.05
25,117,4.91
41,8001,98.97
26,247,28.56
73,2673,34.46
72,1235,41.22
59,203,83.99
83,8828,42.06
92,4885,70.21
53,5969,66.39
75,695,79.33
97,6886,88.21
44,721,12.91
99,5483,70.43
38,6143,84.55
16,7878,67.52
66,8902,56.41
54,444,51.9
35,6696,29.27
60,8692,39.54
67,4236,15.17
61,8048,91.35
37,1867,13.74
69,8941,77.09
21,8026,18.31
63,6288,97.67
45,2893,50.97
1,9092,73.09
67,6951,34.29
12,7331,45.91
27,1290,40.99
71,5207,32.96
36,2013,89.63
83,3982,34.39
79,1379,52.75
41,8403,52.36
13,7336,31.24
66,7602,2.3
89,9816,38.9
83,6724,53.2
7,8655,3.64
95,7534,71.13
95,2203,22.41
62,3269,55.5
86,1353,68.96
38,8964,28.71
51,7508,86.39
55,9819,82.1
8,8907,26.9
25,4918,39.3
83,3042,72.15
52,1843,25.6
73,3434,3.22
52,733,84.89
27,75,45.87
82,255,70.37
46,3689,10.31
25,3713,39.82
3,4940,29.65
93,708,3.38
85,4572,24.79
82,4936,45.82
61,4312,91.48
70,927,90.09
33,5161,63.26
1,6214,59.64
28,9543,47.28
8,3203,72.07
30,6943,58.66
18,2347,3.08
15,3426,83.67
76,9904,74.57
63,2979,68.57
31,8656,81.55
9,4230,77.4
71,9965,18.35
35,2207,83.31
30,4644,4.04
10,3337,63.6
93,6339,94.64
57,6187,16.48
30,6485,49.81
36,7257,36.66
47,9124,31.99
99,4805,1.77
95,4095,93.1
22,7997,50.98
53,132,22.79
0,1991,37.41
82,7007,23.84
43,4837,80.56
92,4517,59.29
68,6914,44.84
72,7881,47.25
32,2301,81.91
25,3951,28.94
72,2731,14.56
37,7805,67.76
88,6538,95.37
0,3332,37.58
27,1410,72.86
70,37,94.28
85,4837,5.46
42,2979,32.84
81,2871,48.49
72,2736,26.78
80,4232,29.51
53,3133,96.85
61,7473,37.02
65,2676,40.51
23,7900,66.84
49,4039,50.87
72,901,73.1
47,9535,68.28
63,9885,7.41
65,5376,76.12
75,1509,45.59
36,9703,15.35
24,3914,16.84
64,2386,77.9
33,9432,81.26
73,4674,46.63
88,8072,25.02
64,2478,58.02
88,8971,41.12
77,2092,3.34
74,9746,35.16
70,8310,95.27
43,777,95.73
80,9389,78.92
34,571,47.99
59,1270,89.58
86,4350,55.88
94,9911,18.11
98,6117,73.82
31,66,18.9
9,6459,42.67
15,6877,27.37
95,5963,81.68
